,",Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]"
2025,"2025,1376922406,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
2026,"2026,1376922706,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,223696.0,0.0,0.3333333333333333,0.0,1.0"
2027,"2027,1376923006,4,11703.99824,64.37199032000001,0.55,67108864.0,402652.8,0.0,0.3333333333333333,0.0,1.0"
2028,"2028,1376923306,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
2029,"2029,1376923606,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6,0.0,1.0"
2030,"2030,1376923906,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2031,"2031,1376924206,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
2032,"2032,1376924506,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
2033,"2033,1376924806,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2034,"2034,1376925106,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.2,0.0,1.0666666666666669"
2035,"2035,1376925406,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2036,"2036,1376925706,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.2,0.0,1.0"
2037,"2037,1376926006,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2038,"2038,1376926306,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2039,"2039,1376926606,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2040,"2040,1376926906,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2041,"2041,1376927206,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2042,"2042,1376927506,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
2043,"2043,1376927806,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2044,"2044,1376928106,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2045,"2045,1376928406,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2046,"2046,1376928706,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2047,"2047,1376929006,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2048,"2048,1376929306,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2049,"2049,1376929606,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2050,"2050,1376929906,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6,0.0,0.9333333333333332"
2051,"2051,1376930207,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2052,"2052,1376930507,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0666666666666669"
2053,"2053,1376930807,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2054,"2054,1376931107,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2055,"2055,1376931407,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,1.2,0.0,1.0666666666666669"
2056,"2056,1376931707,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
2057,"2057,1376932007,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2058,"2058,1376932307,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2059,"2059,1376932607,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2060,"2060,1376932907,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2061,"2061,1376933207,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2062,"2062,1376933507,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2063,"2063,1376933807,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2064,"2064,1376934107,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2065,"2065,1376934407,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2066,"2066,1376934707,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2067,"2067,1376935007,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2068,"2068,1376935307,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2069,"2069,1376935607,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2070,"2070,1376935907,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
2071,"2071,1376936207,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2072,"2072,1376936507,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2073,"2073,1376936807,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2074,"2074,1376937107,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2075,"2075,1376937407,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,1.2,0.0666666666666666,1.0666666666666669"
2076,"2076,1376937707,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2077,"2077,1376938007,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2078,"2078,1376938307,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2079,"2079,1376938607,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.0666666666666669,0.0,1.0666666666666669"
2080,"2080,1376938907,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2081,"2081,1376939208,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2082,"2082,1376939508,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0"
2083,"2083,1376939808,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2084,"2084,1376940108,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
2085,"2085,1376940408,4,11703.99824,136.54664613333335,1.1666666666666667,67108864.0,0.0,131.33333333333334,13.866666666666667,0.0,1.0"
2086,"2086,1376940708,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,44739.2,0.0,14.133333333333333,0.0,1.3333333333333333"
2087,"2087,1376941008,4,11703.99824,113.13864965333336,0.9666666666666668,67108864.0,626348.8,0.0,2.933333333333333,0.0,1.0"
2088,"2088,1376941308,4,11703.99824,83.87865405333334,0.7166666666666667,67108864.0,268435.2,36.93333333333333,4.133333333333334,0.0,1.0"
2089,"2089,1376941608,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.4666666666666666,0.0,1.0"
2090,"2090,1376941908,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
2091,"2091,1376942208,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
2092,"2092,1376942508,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2093,"2093,1376942808,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2094,"2094,1376943108,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
2095,"2095,1376943408,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.6,0.0,1.0"
2096,"2096,1376943708,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0666666666666669"
2097,"2097,1376944008,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
2098,"2098,1376944308,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2099,"2099,1376944608,4,11703.99824,81.92798768,0.7,67108864.0,0.0,0.0,0.6,0.0,1.0"
2100,"2100,1376944908,4,11703.99824,85.82932042666667,0.7333333333333333,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2101,"2101,1376945208,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2102,"2102,1376945508,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.9333333333333332,0.0,1.0666666666666669"
2103,"2103,1376945808,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
2104,"2104,1376946108,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2105,"2105,1376946408,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2106,"2106,1376946708,4,11703.99824,70.22398944000001,0.6,67108864.0,268435.2,0.0,0.4666666666666667,0.0,1.0"
2107,"2107,1376947008,4,11703.99824,58.51999120000001,0.5,67108864.0,134217.6,0.0,0.6,0.0,1.0"
2108,"2108,1376947309,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2109,"2109,1376947609,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2110,"2110,1376947909,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.4,0.0,1.0"
2111,"2111,1376948209,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,14.333333333333334,0.0,1.0"
2112,"2112,1376948509,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2113,"2113,1376948809,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2114,"2114,1376949109,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0666666666666669"
2115,"2115,1376949408,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.8,0.0,1.0"
2116,"2116,1376949709,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.4,0.0,1.0"
2117,"2117,1376950009,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,1.5333333333333334,0.0,1.0"
2118,"2118,1376950309,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.4,0.0,1.0"
2119,"2119,1376950609,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2120,"2120,1376950909,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2121,"2121,1376951209,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.8,0.0666666666666666,1.0"
2122,"2122,1376951509,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2123,"2123,1376951809,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2124,"2124,1376952109,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.2,0.0,1.0666666666666669"
2125,"2125,1376952409,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2126,"2126,1376952709,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2127,"2127,1376953009,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2128,"2128,1376953309,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.4,0.0,1.0"
2129,"2129,1376953610,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.4,0.0,1.0"
2130,"2130,1376953910,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6,0.0,1.0"
2131,"2131,1376954210,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2132,"2132,1376954510,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.4,0.0,1.0"
2133,"2133,1376954810,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.4666666666666667,0.0,1.0"
2134,"2134,1376955110,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2135,"2135,1376955410,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0666666666666669"
2136,"2136,1376955710,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.5333333333333333,0.0,1.0"
2137,"2137,1376956010,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.4,0.0,1.0"
2138,"2138,1376956310,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.3333333333333333,0.0,1.0"
2139,"2139,1376956610,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,268435.2,0.0,0.6666666666666666,0.0,1.0"
2140,"2140,1376956910,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,134217.6,0.0,0.5333333333333333,0.0,1.0"
2141,"2141,1376957210,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2142,"2142,1376957510,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,1.1333333333333333,0.0,1.0666666666666669"
2143,"2143,1376957810,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2144,"2144,1376958110,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2145,"2145,1376958410,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,134217.6,0.0,0.6666666666666666,0.0,1.0"
2146,"2146,1376958710,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.0,0.0,0.9333333333333332"
2147,"2147,1376959010,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2148,"2148,1376959310,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2149,"2149,1376959610,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2150,"2150,1376959910,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
2151,"2151,1376960210,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2152,"2152,1376960510,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2153,"2153,1376960810,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,268435.2,0.0,1.0,0.0,1.0666666666666669"
2154,"2154,1376961110,4,11703.99824,64.37199032000001,0.55,67108864.0,268435.2,0.0,0.6666666666666666,0.0,1.0"
2155,"2155,1376961410,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2156,"2156,1376961710,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2157,"2157,1376962010,4,11703.99824,58.51999120000001,0.5,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2158,"2158,1376962311,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6,0.0,1.0"
2159,"2159,1376962611,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0666666666666666,1.0"
2160,"2160,1376962911,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2161,"2161,1376963211,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2162,"2162,1376963511,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2163,"2163,1376963811,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2164,"2164,1376964111,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.4666666666666666,0.0,1.0666666666666669"
2165,"2165,1376964411,4,11703.99824,70.22398944000001,0.6,67108864.0,268435.2,0.0,0.6666666666666666,0.0,1.0"
2166,"2166,1376964711,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,134217.6,0.0,0.6666666666666666,0.0,1.0"
2167,"2167,1376965011,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2168,"2168,1376965311,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2169,"2169,1376965611,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2170,"2170,1376965911,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2171,"2171,1376966211,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2172,"2172,1376966511,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2173,"2173,1376966811,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2174,"2174,1376967111,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2175,"2175,1376967411,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2176,"2176,1376967711,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.7333333333333334,0.0,1.0"
2177,"2177,1376968011,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,1.0,0.0,1.0666666666666669"
2178,"2178,1376968311,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0"
2179,"2179,1376968611,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2180,"2180,1376968911,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2181,"2181,1376969211,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2182,"2182,1376969511,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2183,"2183,1376969811,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2184,"2184,1376970111,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2185,"2185,1376970411,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2186,"2186,1376970711,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,1.1333333333333333,0.0666666666666666,1.0666666666666669"
2187,"2187,1376971011,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2188,"2188,1376971311,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2189,"2189,1376971611,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
2190,"2190,1376971911,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2191,"2191,1376972211,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
2192,"2192,1376972512,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,1.3333333333333333,0.0,1.0"
2193,"2193,1376972812,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2194,"2194,1376973112,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2195,"2195,1376973412,4,11703.99824,70.22398944000001,0.6,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2196,"2196,1376973712,4,11703.99824,68.27332306666668,0.5833333333333334,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2197,"2197,1376974012,4,11703.99824,62.42132394666667,0.5333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2198,"2198,1376974312,4,11703.99824,79.97732130666667,0.6833333333333332,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2199,"2199,1376974612,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2200,"2200,1376974912,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2201,"2201,1376975212,4,11703.99824,76.07598856,0.65,67108864.0,0.0,8.533333333333333,3.333333333333333,0.0,1.0666666666666669"
2202,"2202,1376975512,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,1.0,0.0,1.0"
2203,"2203,1376975812,4,11703.99824,66.32265669333334,0.5666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2204,"2204,1376976112,4,11703.99824,76.07598856,0.65,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2205,"2205,1376976412,4,11703.99824,70.22398944000001,0.6,67108864.0,223696.0,0.0,1.3333333333333333,0.0,1.0666666666666669"
2206,"2206,1376976712,4,11703.99824,70.22398944000001,0.6,67108864.0,134217.6,0.0,0.6666666666666666,0.0,1.0"
2207,"2207,1376977012,4,11703.99824,64.37199032000001,0.55,67108864.0,0.0,0.0,0.7333333333333333,0.0,1.0"
2208,"2208,1376977312,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2209,"2209,1376977612,4,11703.99824,60.47065757333333,0.5166666666666666,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2210,"2210,1376977912,4,11703.99824,72.17465581333335,0.6166666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2211,"2211,1376978212,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2212,"2212,1376978512,4,11703.99824,78.02665493333335,0.6666666666666667,67108864.0,0.0,0.0,0.6666666666666666,0.0,1.0"
2213,"2213,1376978812,4,11703.99824,74.12532218666666,0.6333333333333333,67108864.0,0.0,0.0,0.8666666666666667,0.0,1.0"
2214,"2214,1376979112,4,11703.99824,97.53331866666667,0.8333333333333333,67108864.0,0.0,29.866666666666667,32.0,0.0,1.0"
